ID Pedido,ID Cliente,ID Producto,Unidades,Fecha Pedido,Fecha Envío,Prioridad,ID Canal
PE005765,CL00189,PRO0010,612,2022/05/19,2022/06/09,Alta,CA002
PE005766,CL00110,PRO009,923,2022/07/17,2022/08/15,Media,CA001
PE005767,CL00289,PRO006,1265,2021/02/19,2021/03/07,Media,CA002
PE005768,CL00422,PRO004,1376,2023/09/27,2023/10/22,Crítica,CA002
PE005769,CL0033,PRO004,1222,2021/05/01,2021/05/25,Media,CA002
PE005770,CL0049,PRO0010,726,2022/09/21,2022/11/10,Baja,CA002
PE005771,CL00383,PRO009,945,2022/05/21,2022/06/15,Crítica,CA001
PE005772,CL00314,PRO003,218,2020/02/22,2020/03/11,Media,CA001
PE005773,CL0072,PRO0010,320,2020/11/07,2020/12/15,Alta,CA001
PE005774,CL00141,PRO004,768,2021/01/23,2021/03/23,Alta,CA002
PE005775,CL00147,PRO006,1083,2023/02/18,2023/03/15,Crítica,CA002
PE005776,CL00116,PRO0011,508,2021/02/25,2021/03/23,Crítica,CA002
PE005777,CL00157,PRO001,1053,2020/06/07,2020/07/06,Alta,CA001
PE005778,CL00248,PRO003,1404,2022/07/14,2022/07/20,Crítica,CA001
PE005779,CL00158,PRO002,185,2020/11/26,2021/01/14,Crítica,CA002
PE005780,CL00417,PRO008,351,2023/06/26,2023/07/05,Alta,CA002
PE005781,CL0021,PRO005,417,2020/11/16,2020/12/07,Baja,CA002
PE005782,CL00398,PRO002,1263,2021/08/16,2021/09/12,Alta,CA002
PE005783,CL00118,PRO008,280,2023/12/06,2024/01/31,Baja,CA001
PE005784,CL00311,PRO001,756,2020/11/02,2020/11/16,Media,CA001
PE005785,CL00398,PRO006,1112,2023/12/05,2024/02/06,Alta,CA002
PE005786,CL0031,PRO0012,817,2022/12/03,2022/12/09,Alta,CA001
PE005787,CL0034,PRO009,749,2022/08/03,2022/08/26,Crítica,CA002
PE005788,CL00261,PRO002,1413,2020/05/08,2020/05/17,Crítica,CA001
PE005789,CL00201,PRO002,538,2021/05/21,2021/05/28,Baja,CA002
PE005790,CL0085,PRO007,391,2020/04/13,2020/06/13,Media,CA002
PE005791,CL00310,PRO008,1345,2022/03/05,2022/03/25,Baja,CA001
PE005792,CL00334,PRO004,1381,2021/12/14,2022/01/16,Crítica,CA002
PE005793,CL00202,PRO004,940,2023/04/10,2023/04/15,Crítica,CA001
PE005794,CL00318,PRO002,1254,2022/12/06,2023/01/14,Media,CA001
PE005795,CL00129,PRO007,610,2022/04/23,2022/05/27,Alta,CA002
PE005796,CL00161,PRO003,1216,2022/01/09,2022/03/03,Alta,CA002
PE005797,CL00259,PRO004,1368,2022/07/06,2022/08/10,Alta,CA002
PE005798,CL00473,PRO0011,861,2022/03/22,2022/04/16,Media,CA002
PE005799,CL00103,PRO006,418,2023/10/23,2023/12/24,Crítica,CA002
PE005800,CL00394,PRO001,180,2022/11/16,2023/01/04,Alta,CA001
PE005801,CL00141,PRO0010,1365,2022/06/13,2022/07/09,Baja,CA002
PE005802,CL00336,PRO007,1483,2020/02/13,2020/03/01,Baja,CA001
PE005803,CL00131,PRO0012,988,2021/05/27,2021/06/09,Baja,CA002
PE005804,CL00123,PRO007,1256,2023/05/11,2023/06/01,Crítica,CA002
PE005805,CL00314,PRO005,153,2022/11/22,2023/01/20,Baja,CA002
PE005806,CL00487,PRO0010,1105,2023/01/19,2023/02/18,Baja,CA002
PE005807,CL00305,PRO0011,1448,2020/11/24,2020/12/13,Baja,CA002
PE005808,CL00243,PRO006,327,2021/01/23,2021/02/13,Crítica,CA002
PE005809,CL00325,PRO005,1162,2020/08/01,2020/09/15,Alta,CA001
PE005810,CL00104,PRO008,1419,2020/06/16,2020/06/29,Alta,CA002
PE005811,CL00337,PRO009,312,2022/05/05,2022/05/28,Alta,CA001
PE005812,CL00482,PRO002,1064,2022/02/27,2022/03/10,Alta,CA001
PE005813,CL00447,PRO005,186,2021/01/21,2021/03/19,Alta,CA002
PE005814,CL00361,PRO0011,1291,2021/07/25,2021/08/30,Crítica,CA002
PE005815,CL00284,PRO002,394,2020/01/22,2020/01/27,Alta,CA001
PE005816,CL00327,PRO009,520,2021/03/06,2021/04/20,Baja,CA002
PE005817,CL00474,PRO0011,530,2023/05/12,2023/05/23,Baja,CA002
PE005818,CL00163,PRO0010,543,2020/02/13,2020/02/26,Crítica,CA001
PE005819,CL00214,PRO0010,194,2020/01/02,2020/02/26,Crítica,CA002
PE005820,CL00247,PRO009,433,2021/03/02,2021/03/28,Crítica,CA001
PE005821,CL00416,PRO0012,680,2022/09/24,2022/10/30,Crítica,CA002
PE005822,CL00147,PRO005,797,2023/03/03,2023/04/02,Alta,CA002
PE005823,CL00101,PRO007,1187,2020/07/11,2020/08/02,Alta,CA001
PE005824,CL0093,PRO0012,1433,2021/04/14,2021/04/23,Media,CA001
PE005825,CL0050,PRO002,1252,2022/11/06,2022/12/31,Media,CA002
PE005826,CL00174,PRO001,1131,2020/03/20,2020/05/10,Alta,CA001
PE005827,CL00394,PRO009,682,2021/11/26,2021/12/19,Media,CA002
PE005828,CL00367,PRO004,1171,2022/07/17,2022/08/20,Alta,CA001
PE005829,CL00153,PRO001,176,2023/02/21,2023/03/02,Crítica,CA001
PE005830,CL00147,PRO009,1139,2023/04/25,2023/05/08,Media,CA001
PE005831,CL00389,PRO0012,832,2021/12/17,2022/01/04,Crítica,CA001
PE005832,CL00123,PRO0012,1249,2023/07/01,2023/07/27,Alta,CA002
PE005833,CL00460,PRO002,174,2021/08/09,2021/08/27,Alta,CA001
PE005834,CL00462,PRO006,1255,2023/06/02,2023/06/09,Alta,CA002
PE005835,CL00457,PRO009,1296,2020/12/02,2020/12/07,Baja,CA002
PE005836,CL00258,PRO0010,665,2020/04/22,2020/05/10,Crítica,CA002
PE005837,CL00362,PRO001,700,2021/05/02,2021/06/04,Alta,CA001
PE005838,CL00186,PRO009,1076,2021/12/13,2022/02/14,Baja,CA001
PE005839,CL00488,PRO005,726,2021/01/08,2021/01/18,Baja,CA002
PE005840,CL0095,PRO006,1086,2020/06/25,2020/07/03,Crítica,CA001
PE005841,CL00350,PRO0012,1293,2023/05/07,2023/05/25,Crítica,CA001
PE005842,CL00419,PRO008,202,2020/04/03,2020/05/17,Alta,CA002
PE005843,CL00202,PRO009,493,2022/08/20,2022/09/07,Media,CA002
PE005844,CL00130,PRO004,1076,2023/08/04,2023/09/20,Media,CA001
PE005845,CL00269,PRO005,726,2021/02/22,2021/04/25,Alta,CA002
PE005846,CL00277,PRO003,843,2023/04/26,2023/06/24,Alta,CA002
PE005847,CL00163,PRO004,285,2020/01/19,2020/02/23,Media,CA001
PE005848,CL00180,PRO008,938,2021/07/24,2021/09/09,Media,CA001
PE005849,CL00248,PRO0010,252,2021/01/02,2021/02/16,Baja,CA001
PE005850,CL0078,PRO003,996,2022/12/06,2023/01/03,Crítica,CA002
PE005851,CL00334,PRO004,1015,2021/11/06,2021/12/21,Crítica,CA002
PE005852,CL00416,PRO002,866,2020/03/12,2020/03/28,Crítica,CA002
PE005853,CL0034,PRO009,183,2020/03/20,2020/04/04,Baja,CA001
PE005854,CL00246,PRO002,210,2021/10/10,2021/10/22,Crítica,CA002
PE005855,CL00169,PRO0010,1054,2022/09/18,2022/11/04,Media,CA002
PE005856,CL00155,PRO003,396,2022/02/03,2022/03/21,Media,CA002
PE005857,CL00385,PRO0012,1482,2021/09/27,2021/11/17,Crítica,CA002
PE005858,CL0083,PRO004,1107,2020/10/05,2020/11/23,Alta,CA002
PE005859,CL0083,PRO004,972,2023/01/09,2023/03/15,Media,CA001
PE005860,CL00461,PRO001,814,2023/04/04,2023/05/12,Baja,CA001
PE005861,CL00298,PRO006,1350,2021/09/05,2021/09/25,Alta,CA001
PE005862,CL00333,PRO005,881,2023/09/28,2023/10/08,Crítica,CA001
PE005863,CL00445,PRO007,565,2023/03/24,2023/05/09,Alta,CA001
PE005864,CL00302,PRO0011,1488,2023/06/21,2023/07/04,Media,CA002
PE005865,CL00286,PRO004,1055,2023/01/22,2023/02/19,Baja,CA002
PE005866,CL0015,PRO007,1443,2023/01/07,2023/02/15,Media,CA002
PE005867,CL00114,PRO005,366,2022/03/05,2022/04/25,Baja,CA001
PE005868,CL00221,PRO008,1073,2022/04/14,2022/05/30,Alta,CA001
PE005869,CL00468,PRO004,362,2022/04/26,2022/06/15,Media,CA002
PE005870,CL00485,PRO0010,1383,2023/12/09,2023/12/20,Alta,CA002
PE005871,CL00298,PRO001,370,2020/10/01,2020/11/08,Media,CA001
PE005872,CL00113,PRO002,1408,2023/12/10,2024/02/13,Baja,CA001
PE005873,CL00279,PRO005,1224,2022/10/22,2022/12/17,Crítica,CA002
PE005874,CL0049,PRO009,555,2022/04/15,2022/06/17,Media,CA001
PE005875,CL00137,PRO0011,1350,2022/05/15,2022/06/14,Alta,CA002
PE005876,CL00174,PRO0011,862,2021/09/21,2021/11/05,Media,CA002
PE005877,CL00466,PRO003,304,2023/01/01,2023/03/04,Crítica,CA002
PE005878,CL00244,PRO007,1353,2020/02/02,2020/02/14,Crítica,CA001
PE005879,CL00491,PRO004,1497,2022/04/16,2022/04/21,Crítica,CA002
PE005880,CL00319,PRO006,937,2023/05/04,2023/06/12,Crítica,CA002
PE005881,CL00463,PRO006,339,2020/04/23,2020/05/23,Alta,CA002
PE005882,CL0068,PRO001,862,2020/07/23,2020/08/23,Alta,CA001
PE005883,CL00110,PRO0011,1265,2020/03/19,2020/05/16,Media,CA001
PE005884,CL00214,PRO008,1010,2022/08/08,2022/09/09,Media,CA002
PE005885,CL00160,PRO0010,903,2020/07/01,2020/08/03,Baja,CA001
PE005886,CL00258,PRO0011,187,2022/01/05,2022/01/13,Alta,CA001
PE005887,CL00394,PRO006,825,2022/05/28,2022/07/03,Crítica,CA002
PE005888,CL0048,PRO005,1024,2021/03/13,2021/05/03,Media,CA001
PE005889,CL00477,PRO009,1344,2021/01/01,2021/02/27,Baja,CA001
PE005890,CL00260,PRO004,523,2022/05/11,2022/06/24,Media,CA001
PE005891,CL00464,PRO004,1007,2022/09/15,2022/10/18,Media,CA002
PE005892,CL00235,PRO003,885,2021/10/06,2021/11/12,Crítica,CA002
PE005893,CL0082,PRO007,1230,2020/12/02,2021/01/17,Baja,CA002
PE005894,CL00489,PRO005,548,2023/08/20,2023/08/26,Baja,CA002
PE005895,CL00499,PRO009,1491,2023/02/02,2023/03/04,Media,CA002
PE005896,CL00324,PRO0011,886,2020/06/18,2020/08/19,Baja,CA001
PE005897,CL00125,PRO009,535,2023/11/23,2023/12/01,Crítica,CA002
PE005898,CL00412,PRO004,1051,2022/04/14,2022/04/19,Media,CA001
PE005899,CL00110,PRO002,413,2020/04/21,2020/05/12,Crítica,CA002
PE005900,CL006,PRO003,1110,2020/11/26,2020/12/30,Media,CA002
PE005901,CL006,PRO0010,571,2023/07/22,2023/08/19,Crítica,CA001
PE005902,CL00475,PRO002,1289,2021/03/23,2021/05/20,Crítica,CA001
PE005903,CL00422,PRO003,349,2021/06/06,2021/07/16,Baja,CA001
PE005904,CL0067,PRO004,210,2022/05/20,2022/06/02,Alta,CA001
PE005905,CL0048,PRO007,689,2022/07/27,2022/08/30,Baja,CA001
PE005906,CL00129,PRO0010,644,2021/03/16,2021/05/10,Alta,CA002
PE005907,CL00119,PRO0010,536,2021/09/15,2021/09/29,Media,CA001
PE005908,CL002,PRO006,647,2020/09/11,2020/10/05,Media,CA002
PE005909,CL00213,PRO0012,904,2022/08/24,2022/10/13,Alta,CA001
PE005910,CL00178,PRO008,326,2022/01/23,2022/03/23,Crítica,CA001
PE005911,CL00353,PRO0010,1094,2023/08/02,2023/08/27,Baja,CA001
PE005912,CL00170,PRO0012,1373,2020/07/20,2020/08/04,Media,CA001
PE005913,CL00329,PRO001,545,2022/03/13,2022/05/02,Media,CA001
PE005914,CL00483,PRO009,547,2021/04/26,2021/05/05,Baja,CA002
PE005915,CL00269,PRO007,1490,2021/02/17,2021/03/20,Baja,CA002
PE005916,CL00407,PRO006,484,2022/05/03,2022/05/08,Crítica,CA002
PE005917,CL00247,PRO003,1455,2022/01/15,2022/01/20,Crítica,CA002
PE005918,CL00212,PRO0011,1252,2022/04/07,2022/04/25,Baja,CA002
PE005919,CL00154,PRO009,1354,2020/07/14,2020/08/24,Alta,CA001
PE005920,CL003,PRO009,1318,2020/06/06,2020/06/15,Crítica,CA001
PE005921,CL00350,PRO008,302,2022/09/20,2022/09/28,Media,CA002
PE005922,CL00142,PRO002,603,2020/03/22,2020/05/03,Baja,CA001
PE005923,CL0032,PRO008,722,2020/03/06,2020/04/26,Baja,CA002
PE005924,CL00126,PRO0012,1488,2022/01/23,2022/03/09,Baja,CA001
PE005925,CL00318,PRO008,887,2023/04/10,2023/06/07,Baja,CA002
PE005926,CL00411,PRO003,955,2021/05/09,2021/06/08,Media,CA002
PE005927,CL00239,PRO009,175,2020/08/18,2020/10/05,Alta,CA001
PE005928,CL0023,PRO006,874,2020/10/26,2020/11/25,Baja,CA001
PE005929,CL00466,PRO0011,995,2020/07/28,2020/08/02,Alta,CA001
PE005930,CL00381,PRO005,1234,2023/07/08,2023/08/04,Baja,CA002
PE005931,CL0040,PRO0012,446,2023/05/21,2023/07/05,Alta,CA001
PE005932,CL00331,PRO0011,971,2023/11/18,2024/01/14,Alta,CA001
PE005933,CL00499,PRO003,876,2023/07/20,2023/09/10,Media,CA002
PE005934,CL00333,PRO009,498,2023/11/26,2023/12/17,Media,CA001
PE005935,CL00361,PRO006,1286,2023/07/19,2023/08/12,Alta,CA002
PE005936,CL00194,PRO003,1223,2021/07/03,2021/07/08,Media,CA001
PE005937,CL00265,PRO0012,405,2020/07/25,2020/08/01,Crítica,CA002
PE005938,CL00191,PRO005,614,2022/07/21,2022/09/18,Crítica,CA002
PE005939,CL00109,PRO006,570,2021/07/14,2021/08/20,Media,CA002
PE005940,CL0069,PRO006,156,2022/06/04,2022/06/27,Baja,CA002
PE005941,CL0070,PRO001,759,2021/05/15,2021/06/26,Alta,CA001
PE005942,CL00439,PRO005,383,2020/06/27,2020/07/14,Alta,CA001
PE005943,CL00329,PRO0011,1381,2020/10/11,2020/11/05,Alta,CA001
PE005944,CL00256,PRO004,1287,2021/01/18,2021/02/11,Crítica,CA001
PE005945,CL00208,PRO0011,1114,2022/11/17,2022/12/26,Crítica,CA002
PE005946,CL00213,PRO004,1130,2022/06/09,2022/07/20,Alta,CA001
PE005947,CL00376,PRO004,168,2022/10/20,2022/11/29,Media,CA002
PE005948,CL00373,PRO002,749,2023/08/20,2023/10/10,Crítica,CA001
PE005949,CL00117,PRO001,319,2021/08/19,2021/09/25,Crítica,CA001
PE005950,CL00123,PRO004,905,2022/08/24,2022/09/20,Crítica,CA002
PE005951,CL00297,PRO007,705,2023/10/19,2023/11/12,Baja,CA002
PE005952,CL00121,PRO005,811,2021/05/14,2021/07/13,Baja,CA001
PE005953,CL0040,PRO0011,1025,2022/02/19,2022/03/26,Crítica,CA002
PE005954,CL00330,PRO0011,349,2023/04/03,2023/05/21,Crítica,CA002
PE005955,CL00117,PRO007,1468,2023/03/05,2023/04/29,Baja,CA002
PE005956,CL004,PRO0010,562,2021/07/27,2021/08/12,Baja,CA001
PE005957,CL00172,PRO008,914,2020/04/13,2020/04/27,Alta,CA001
PE005958,CL00381,PRO002,490,2023/06/28,2023/07/31,Alta,CA002
PE005959,CL00305,PRO0012,174,2021/07/23,2021/08/18,Alta,CA002
PE005960,CL00218,PRO003,443,2023/06/22,2023/08/23,Alta,CA002
PE005961,CL00469,PRO007,838,2023/12/02,2024/01/26,Crítica,CA001
PE005962,CL00330,PRO0012,1075,2022/08/11,2022/09/20,Media,CA002
PE005963,CL00275,PRO007,1380,2020/10/09,2020/11/19,Crítica,CA001
PE005964,CL00432,PRO003,1294,2020/09/06,2020/10/05,Media,CA001
PE005965,CL00137,PRO009,1019,2021/02/23,2021/04/03,Media,CA002
PE005966,CL0068,PRO0012,567,2021/09/03,2021/09/21,Crítica,CA001
PE005967,CL00413,PRO0011,479,2020/03/21,2020/05/12,Media,CA002
PE005968,CL00171,PRO005,171,2020/10/10,2020/12/02,Baja,CA002
PE005969,CL00377,PRO0010,1286,2023/01/06,2023/02/21,Alta,CA001
PE005970,CL00460,PRO001,1417,2023/03/17,2023/05/04,Media,CA001
PE005971,CL00171,PRO0010,243,2020/10/18,2020/10/27,Media,CA002
PE005972,CL00419,PRO0010,216,2022/06/15,2022/07/20,Media,CA001
PE005973,CL00286,PRO004,1164,2021/06/04,2021/06/12,Baja,CA001
PE005974,CL00447,PRO005,249,2020/02/26,2020/05/01,Media,CA001
PE005975,CL00243,PRO0012,893,2022/05/03,2022/06/16,Crítica,CA002
PE005976,CL00177,PRO002,384,2021/03/19,2021/05/17,Baja,CA001
PE005977,CL00452,PRO0011,1471,2022/02/06,2022/02/21,Crítica,CA002
PE005978,CL00133,PRO007,190,2022/09/28,2022/10/20,Alta,CA002
PE005979,CL00483,PRO008,376,2021/08/08,2021/10/02,Alta,CA002
PE005980,CL00208,PRO004,898,2021/10/21,2021/12/16,Crítica,CA001
PE005981,CL0093,PRO0010,683,2022/08/17,2022/10/02,Baja,CA002
PE005982,CL00335,PRO001,562,2021/06/08,2021/07/10,Alta,CA001
PE005983,CL00247,PRO007,1497,2022/07/02,2022/08/05,Crítica,CA002
PE005984,CL00136,PRO002,408,2022/01/28,2022/02/26,Media,CA002
PE005985,CL00258,PRO0011,1120,2021/08/04,2021/09/13,Baja,CA001
PE005986,CL00400,PRO007,873,2022/10/21,2022/11/02,Crítica,CA002
PE005987,CL00126,PRO007,381,2022/08/01,2022/08/22,Crítica,CA001
PE005988,CL00246,PRO001,1337,2023/09/16,2023/10/26,Crítica,CA001
PE005989,CL00461,PRO001,1028,2020/04/22,2020/05/11,Crítica,CA002
PE005990,CL00304,PRO008,242,2022/08/21,2022/09/05,Media,CA001
PE005991,CL00395,PRO007,847,2023/08/09,2023/08/17,Crítica,CA002
PE005992,CL00476,PRO0011,467,2023/10/05,2023/11/03,Alta,CA001
PE005993,CL00135,PRO0010,1110,2022/08/05,2022/09/09,Media,CA001
PE005994,CL0063,PRO001,557,2023/08/05,2023/08/22,Media,CA001
PE005995,CL00254,PRO0010,981,2021/01/16,2021/02/28,Baja,CA001
PE005996,CL0089,PRO0012,1267,2020/03/11,2020/04/22,Media,CA001
PE005997,CL00305,PRO006,469,2023/09/27,2023/11/30,Crítica,CA002
PE005998,CL00356,PRO005,727,2022/04/11,2022/06/02,Crítica,CA002
PE005999,CL00305,PRO004,1475,2022/08/25,2022/10/03,Crítica,CA002
PE006000,CL00279,PRO0012,1423,2020/04/20,2020/06/22,Crítica,CA002
PE006001,CL00173,PRO009,948,2022/04/16,2022/05/02,Baja,CA002
PE006002,CL00346,PRO0012,1221,2020/04/27,2020/06/20,Media,CA002
PE006003,CL006,PRO008,989,2020/12/26,2021/02/11,Crítica,CA002
PE006004,CL00409,PRO004,1249,2022/05/02,2022/07/05,Crítica,CA002
PE006005,CL00304,PRO002,1290,2023/10/03,2023/11/06,Baja,CA001
PE006006,CL00204,PRO008,422,2023/07/28,2023/08/28,Crítica,CA001
PE006007,CL00110,PRO003,1264,2023/07/15,2023/09/16,Alta,CA001
PE006008,CL0026,PRO001,527,2020/06/06,2020/06/25,Baja,CA002
PE006009,CL00245,PRO006,941,2021/02/27,2021/03/10,Media,CA001
PE006010,CL00170,PRO005,160,2022/07/23,2022/09/22,Alta,CA001
PE006011,CL00260,PRO003,1170,2023/01/09,2023/01/25,Crítica,CA002
PE006012,CL00259,PRO008,363,2022/01/24,2022/03/09,Media,CA001
PE006013,CL00131,PRO009,541,2020/01/24,2020/03/10,Media,CA002
PE006014,CL0010,PRO009,721,2020/02/26,2020/04/15,Baja,CA002
PE006015,CL0018,PRO006,1000,2020/04/08,2020/06/07,Media,CA001
PE006016,CL00484,PRO004,182,2020/03/06,2020/04/26,Alta,CA001
PE006017,CL00181,PRO0012,1460,2020/08/24,2020/10/08,Media,CA002
PE006018,CL0090,PRO006,1431,2020/03/03,2020/04/22,Alta,CA001
PE006019,CL00161,PRO0011,566,2020/09/13,2020/10/13,Media,CA001
PE006020,CL00137,PRO002,1447,2020/04/11,2020/04/28,Baja,CA002
PE006021,CL00206,PRO005,1122,2020/06/02,2020/08/05,Baja,CA001
PE006022,CL00256,PRO007,1213,2022/06/01,2022/06/29,Media,CA002
PE006023,CL00221,PRO002,399,2023/01/03,2023/02/02,Media,CA001
PE006024,CL00158,PRO002,1250,2022/06/19,2022/06/27,Alta,CA002
PE006025,CL00391,PRO003,900,2020/06/04,2020/07/11,Alta,CA002
PE006026,CL00316,PRO003,1011,2021/02/09,2021/03/22,Media,CA002
PE006027,CL0093,PRO003,1250,2020/09/28,2020/11/18,Crítica,CA002
PE006028,CL00196,PRO0010,1151,2021/07/24,2021/08/31,Baja,CA001
PE006029,CL00335,PRO003,1139,2023/09/28,2023/10/13,Media,CA001
PE006030,CL00399,PRO006,283,2020/07/02,2020/08/29,Alta,CA001
PE006031,CL00488,PRO004,485,2022/10/27,2022/12/30,Alta,CA001
PE006032,CL00355,PRO008,890,2023/06/01,2023/07/12,Alta,CA001
PE006033,CL00193,PRO0010,1495,2021/05/16,2021/05/31,Alta,CA001
PE006034,CL00349,PRO0012,623,2022/08/12,2022/10/12,Baja,CA001
PE006035,CL00193,PRO0012,785,2020/09/17,2020/10/31,Crítica,CA002
PE006036,CL00351,PRO008,756,2020/01/15,2020/03/06,Baja,CA002
PE006037,CL00159,PRO001,1258,2020/12/09,2021/01/15,Alta,CA002
PE006038,CL00205,PRO003,756,2020/11/27,2020/12/16,Alta,CA002
PE006039,CL00203,PRO004,1160,2020/01/23,2020/02/14,Baja,CA002
PE006040,CL0072,PRO0011,607,2023/06/01,2023/06/27,Crítica,CA001
PE006041,CL00150,PRO001,1296,2023/04/10,2023/06/14,Media,CA002
PE006042,CL00232,PRO0012,782,2022/02/10,2022/02/18,Media,CA001
PE006043,CL00331,PRO001,854,2023/01/05,2023/02/10,Crítica,CA002
PE006044,CL00106,PRO001,652,2021/04/26,2021/05/08,Alta,CA002
PE006045,CL00493,PRO004,213,2023/02/17,2023/03/31,Crítica,CA001
PE006046,CL00404,PRO001,1020,2023/10/09,2023/11/16,Alta,CA002
PE006047,CL0050,PRO009,286,2022/08/02,2022/08/25,Media,CA001
PE006048,CL00172,PRO008,229,2021/04/19,2021/06/21,Baja,CA001
PE006049,CL00224,PRO001,612,2023/08/24,2023/09/03,Alta,CA002
PE006050,CL00297,PRO006,1028,2021/11/06,2021/11/12,Media,CA002
PE006051,CL00273,PRO004,832,2020/02/17,2020/03/09,Media,CA002
PE006052,CL0061,PRO008,747,2022/08/02,2022/10/04,Media,CA002
PE006053,CL0089,PRO0012,1280,2020/12/09,2020/12/18,Alta,CA001
PE006054,CL00266,PRO002,245,2022/02/26,2022/04/15,Media,CA001
PE006055,CL00372,PRO0010,951,2022/06/21,2022/08/23,Crítica,CA001
PE006056,CL0018,PRO0010,639,2023/06/11,2023/07/01,Baja,CA002
PE006057,CL00425,PRO007,1188,2022/04/12,2022/06/10,Crítica,CA001
PE006058,CL00194,PRO007,1404,2022/03/25,2022/04/17,Crítica,CA002
PE006059,CL0059,PRO0012,946,2021/08/04,2021/08/15,Media,CA001
PE006060,CL00334,PRO003,1467,2020/06/06,2020/07/10,Baja,CA001
PE006061,CL00372,PRO008,257,2022/12/08,2023/01/01,Crítica,CA001
PE006062,CL00465,PRO005,1366,2022/10/15,2022/11/03,Crítica,CA002
PE006063,CL00317,PRO0011,1353,2021/04/27,2021/06/22,Crítica,CA001
PE006064,CL00332,PRO0012,361,2021/04/22,2021/05/05,Alta,CA001
PE006065,CL00456,PRO002,759,2021/10/04,2021/12/01,Alta,CA001
PE006066,CL0095,PRO0010,1071,2023/01/18,2023/03/19,Crítica,CA001
PE006067,CL00242,PRO002,1333,2020/08/05,2020/08/10,Crítica,CA001
PE006068,CL00254,PRO006,371,2023/11/03,2024/01/06,Media,CA001
PE006069,CL0081,PRO009,978,2020/10/03,2020/10/13,Crítica,CA002
PE006070,CL00115,PRO008,316,2020/09/19,2020/09/25,Media,CA002
PE006071,CL00345,PRO002,915,2023/10/08,2023/10/22,Alta,CA001
PE006072,CL00356,PRO0010,400,2022/11/27,2022/12/26,Crítica,CA002
PE006073,CL0016,PRO0010,362,2022/08/05,2022/09/12,Baja,CA002
PE006074,CL00215,PRO0011,239,2022/06/01,2022/06/17,Alta,CA002
PE006075,CL0095,PRO005,212,2022/11/20,2023/01/17,Crítica,CA002
PE006076,CL00296,PRO003,680,2023/11/11,2023/12/10,Baja,CA002
PE006077,CL0031,PRO0012,501,2023/03/05,2023/04/17,Media,CA001
PE006078,CL00191,PRO0010,355,2021/04/15,2021/05/02,Alta,CA002
PE006079,CL0063,PRO0010,535,2020/02/10,2020/02/28,Crítica,CA002
PE006080,CL00324,PRO003,1013,2021/02/19,2021/04/07,Media,CA001
PE006081,CL00474,PRO002,326,2020/06/03,2020/07/03,Baja,CA001
PE006082,CL00253,PRO002,695,2022/09/08,2022/10/08,Crítica,CA002
PE006083,CL00100,PRO004,942,2022/11/03,2022/12/12,Baja,CA002
PE006084,CL00174,PRO009,1184,2021/09/11,2021/10/02,Baja,CA001
PE006085,CL00338,PRO004,882,2020/03/14,2020/05/09,Crítica,CA002
PE006086,CL0057,PRO0012,414,2022/01/10,2022/02/13,Crítica,CA001
PE006087,CL00378,PRO0012,1491,2020/03/06,2020/03/17,Baja,CA002
PE006088,CL001,PRO007,1220,2021/09/01,2021/10/21,Crítica,CA002
PE006089,CL00500,PRO003,476,2020/11/11,2020/11/26,Crítica,CA002
PE006090,CL00238,PRO002,492,2023/05/18,2023/05/31,Baja,CA002
PE006091,CL0087,PRO0010,322,2022/07/10,2022/08/23,Crítica,CA001
PE006092,CL00475,PRO007,1095,2021/02/09,2021/04/03,Alta,CA002
PE006093,CL00220,PRO003,179,2023/07/22,2023/08/15,Baja,CA002
PE006094,CL00450,PRO002,1001,2020/12/26,2021/01/13,Media,CA001
PE006095,CL00186,PRO009,1303,2023/04/22,2023/05/18,Crítica,CA002
PE006096,CL00175,PRO0010,928,2020/06/24,2020/06/29,Crítica,CA002
PE006097,CL00354,PRO002,570,2020/06/21,2020/07/25,Media,CA002
PE006098,CL00140,PRO0012,922,2020/06/15,2020/07/17,Baja,CA002
PE006099,CL0039,PRO0012,748,2020/07/05,2020/08/22,Crítica,CA002
PE006100,CL00233,PRO008,446,2020/03/25,2020/05/07,Crítica,CA001
PE006101,CL00408,PRO009,1366,2021/03/26,2021/05/09,Alta,CA001
PE006102,CL00154,PRO0012,1489,2021/09/18,2021/10/26,Baja,CA002
PE006103,CL00305,PRO0011,980,2021/08/16,2021/09/20,Crítica,CA001
PE006104,CL00480,PRO008,631,2023/02/06,2023/02/24,Media,CA002
PE006105,CL0056,PRO0010,1393,2023/03/20,2023/05/15,Crítica,CA001
PE006106,CL0028,PRO009,540,2022/12/19,2023/01/17,Baja,CA001
PE006107,CL0014,PRO0010,1470,2020/12/02,2021/01/10,Baja,CA002
PE006108,CL00137,PRO0012,1221,2023/08/26,2023/09/12,Baja,CA001
PE006109,CL00414,PRO007,1047,2023/11/23,2024/01/18,Baja,CA001
PE006110,CL0085,PRO008,694,2020/03/05,2020/04/22,Crítica,CA002
PE006111,CL00323,PRO006,1083,2023/06/18,2023/08/15,Alta,CA001
PE006112,CL00439,PRO0012,242,2021/09/22,2021/09/28,Crítica,CA002
PE006113,CL00183,PRO004,1088,2022/09/15,2022/11/12,Alta,CA001
PE006114,CL00391,PRO008,200,2023/08/10,2023/09/16,Media,CA002
PE006115,CL00434,PRO007,1465,2020/06/04,2020/07/25,Alta,CA001
