ID Venta,ID Pedido,Venta Bruta,Venta Neta
VE005132,PE005132,402448,78022
VE005133,PE005133,275462,53404
VE005134,PE005134,284637,106884
VE005135,PE005135,269261,115964
VE005136,PE005136,116469,47726
VE005137,PE005137,9535,2463
VE005138,PE005138,124172,50883
VE005139,PE005139,683119,132436
VE005140,PE005140,137341,51573
VE005141,PE005141,145683,36129
VE005142,PE005142,107720,33029
VE005143,PE005143,86029,32305
VE005144,PE005144,170782,64130
VE005145,PE005145,77755,33487
VE005146,PE005146,47165,15566
VE005147,PE005147,446404,110708
VE005148,PE005148,7884,2036
VE005149,PE005149,560490,222901
VE005150,PE005150,2799,723
VE005151,PE005151,11383,2940
VE005152,PE005152,196014,38001
VE005153,PE005153,83773,25686
VE005154,PE005154,468678,186389
VE005155,PE005155,611206,243070
VE005156,PE005156,983025,243789
VE005157,PE005157,128015,46262
VE005158,PE005158,299954,112636
VE005159,PE005159,353818,132862
VE005160,PE005160,655573,162581
VE005161,PE005161,300116,129253
VE005162,PE005162,182028,65782
VE005163,PE005163,155326,56133
VE005164,PE005164,200643,72509
VE005165,PE005165,30226,9975
VE005166,PE005166,140911,19105
VE005167,PE005167,58846,18043
VE005168,PE005168,295110,117362
VE005169,PE005169,137281,54595
VE005170,PE005170,8556,2210
VE005171,PE005171,957631,237491
VE005172,PE005172,50582,16694
VE005173,PE005173,615578,244809
VE005174,PE005174,9694,2504
VE005175,PE005175,286803,114059
VE005176,PE005176,87124,26714
VE005177,PE005177,301145,129696
VE005178,PE005178,969652,187986
VE005179,PE005179,782103,151626
VE005180,PE005180,40665,13421
VE005181,PE005181,476548,189518
VE005182,PE005182,391377,75876
VE005183,PE005183,573606,228117
VE005184,PE005184,7249,1873
VE005185,PE005185,56608,18682
VE005186,PE005186,69321,29855
VE005187,PE005187,167646,72201
VE005188,PE005188,45910,18813
VE005189,PE005189,95951,29420
VE005190,PE005190,807270,200202
VE005191,PE005191,156290,30300
VE005192,PE005192,296414,127658
VE005193,PE005193,135145,58204
VE005194,PE005194,957930,185714
VE005195,PE005195,61852,41567
VE005196,PE005196,291477,125532
VE005197,PE005197,336644,133880
VE005198,PE005198,89189,35469
VE005199,PE005199,39966,12254
VE005200,PE005200,332871,45131
VE005201,PE005201,67182,20599
VE005202,PE005202,235899,58503
VE005203,PE005203,78050,10582
VE005204,PE005204,106553,45890
VE005205,PE005205,139988,94077
VE005206,PE005206,6223,1607
VE005207,PE005207,21210,7000
VE005208,PE005208,812616,201528
VE005209,PE005209,209197,90096
VE005210,PE005210,15516,5121
VE005211,PE005211,297912,111869
VE005212,PE005212,41197,14888
VE005213,PE005213,111695,48104
VE005214,PE005214,133498,25881
VE005215,PE005215,637000,253329
VE005216,PE005216,123814,83208
VE005217,PE005217,185232,66940
VE005218,PE005218,124798,83868
VE005219,PE005219,629038,85285
VE005220,PE005220,121091,49620
VE005221,PE005221,187548,36360
VE005222,PE005222,124142,83428
VE005223,PE005223,178864,73294
VE005224,PE005224,909089,176245
VE005225,PE005225,185995,67216
VE005226,PE005226,54677,16765
VE005227,PE005227,42800,14125
VE005228,PE005228,92518,28368
VE005229,PE005229,192741,83009
VE005230,PE005230,1829,472
VE005231,PE005231,138436,59621
VE005232,PE005232,13668,3531
VE005233,PE005233,22064,7282
VE005234,PE005234,215838,88445
VE005235,PE005235,31317,10336
VE005236,PE005236,130414,56166
VE005237,PE005237,225818,81607
VE005238,PE005238,5589,1444
VE005239,PE005239,183859,66444
VE005240,PE005240,130590,87761
VE005241,PE005241,9041,2335
VE005242,PE005242,926222,229702
VE005243,PE005243,618491,83855
VE005244,PE005244,132646,54355
VE005245,PE005245,260641,97873
VE005246,PE005246,7651,1976
VE005247,PE005247,284617,113189
VE005248,PE005248,30653,10116
VE005249,PE005249,59550,19653
VE005250,PE005250,5831,1506
VE005251,PE005251,74875,32247
VE005252,PE005252,90785,32808
VE005253,PE005253,111903,75203
VE005254,PE005254,98239,30122
VE005255,PE005255,12791,3304
VE005256,PE005256,69119,24978
VE005257,PE005257,541285,73388
VE005258,PE005258,125781,84529
VE005259,PE005259,631754,251242
VE005260,PE005260,16836,5162
VE005261,PE005261,144046,59027
VE005262,PE005262,758008,146955
VE005263,PE005263,86208,31154
VE005264,PE005264,201242,27284
VE005265,PE005265,66525,21955
VE005266,PE005266,357630,142226
VE005267,PE005267,8042,2077
VE005268,PE005268,198863,74675
VE005269,PE005269,42658,14078
VE005270,PE005270,9610,2482
VE005271,PE005271,89167,27340
VE005272,PE005272,6120,1581
VE005273,PE005273,111486,44337
VE005274,PE005274,377304,141681
VE005275,PE005275,217687,89203
VE005276,PE005276,220922,90528
VE005277,PE005277,103374,42360
VE005278,PE005278,35896,14709
VE005279,PE005279,13191,4353
VE005280,PE005280,197266,84958
VE005281,PE005281,59550,19653
VE005282,PE005282,152885,55250
VE005283,PE005283,57130,18855
VE005284,PE005284,168079,68875
VE005285,PE005285,15038,4611
VE005286,PE005286,252018,48859
VE005287,PE005287,301350,129784
VE005288,PE005288,12110,3128
VE005289,PE005289,11383,2940
VE005290,PE005290,154959,104138
VE005291,PE005291,99711,30573
VE005292,PE005292,269576,101228
VE005293,PE005293,777866,192910
VE005294,PE005294,300720,112923
VE005295,PE005295,49822,16443
VE005296,PE005296,182250,78491
VE005297,PE005297,17594,11824
VE005298,PE005298,31886,10524
VE005299,PE005299,973669,241469
VE005300,PE005300,631022,122336
VE005301,PE005301,421010,104410
VE005302,PE005302,189450,81591
VE005303,PE005303,720238,139632
VE005304,PE005304,42705,14094
VE005305,PE005305,540019,73216
VE005306,PE005306,80422,24659
VE005307,PE005307,73265,27512
VE005308,PE005308,178976,64679
VE005309,PE005309,6690,1728
VE005310,PE005310,333293,45188
VE005311,PE005311,251365,108257
VE005312,PE005312,576302,78135
VE005313,PE005313,126031,45546
VE005314,PE005314,106876,71824
VE005315,PE005315,412608,55942
VE005316,PE005316,16845,5559
VE005317,PE005317,341453,135792
VE005318,PE005318,148648,59116
VE005319,PE005319,97193,35124
VE005320,PE005320,511895,126949
VE005321,PE005321,136272,91580
VE005322,PE005322,202692,76113
VE005323,PE005323,151817,54864
VE005324,PE005324,3788,978
VE005325,PE005325,75403,50674
VE005326,PE005326,51419,18582
VE005327,PE005327,485164,120320
VE005328,PE005328,256087,34720
VE005329,PE005329,9936,2567
VE005330,PE005330,19533,5989
VE005331,PE005331,922113,178770
VE005332,PE005332,35445,11698
VE005333,PE005333,725073,179817
VE005334,PE005334,506549,125623
VE005335,PE005335,149986,54203
VE005336,PE005336,11588,2993
VE005337,PE005337,34532,23207
VE005338,PE005338,326965,44330
VE005339,PE005339,1941,501
VE005340,PE005340,5831,1506
VE005341,PE005341,149339,56078
VE005342,PE005342,89391,60074
VE005343,PE005343,72500,27224
VE005344,PE005344,63341,19422
VE005345,PE005345,5850,1511
VE005346,PE005346,50686,20770
VE005347,PE005347,265236,99599
VE005348,PE005348,141005,34969
VE005349,PE005349,176143,66143
VE005350,PE005350,346262,137705
VE005351,PE005351,345950,46904
VE005352,PE005352,458594,62176
VE005353,PE005353,3993,1031
VE005354,PE005354,770381,149354
VE005355,PE005355,7847,2027
VE005356,PE005356,481244,93299
VE005357,PE005357,47482,17830
VE005358,PE005358,52127,35031
VE005359,PE005359,724405,179651
VE005360,PE005360,242771,91163
VE005361,PE005361,194692,70359
VE005362,PE005362,944934,234342
VE005363,PE005363,351653,68175
VE005364,PE005364,75519,23155
VE005365,PE005365,708516,137360
VE005366,PE005366,78135,52510
VE005367,PE005367,226006,92612
VE005368,PE005368,781208,193738
VE005369,PE005369,79570,31644
VE005370,PE005370,52335,18913
VE005371,PE005371,103388,31701
VE005372,PE005372,145015,97455
VE005373,PE005373,78791,52950
VE005374,PE005374,64847,23435
VE005375,PE005375,316092,78390
VE005376,PE005376,254822,34549
VE005377,PE005377,734429,182137
VE005378,PE005378,574614,77906
VE005379,PE005379,291948,39582
VE005380,PE005380,448684,86986
VE005381,PE005381,545082,73902
VE005382,PE005382,46454,15331
VE005383,PE005383,583896,79165
VE005384,PE005384,443406,60117
VE005385,PE005385,132909,52856
VE005386,PE005386,277234,104104
VE005387,PE005387,35540,11729
VE005388,PE005388,280780,120925
VE005389,PE005389,97346,35179
VE005390,PE005390,573716,111226
VE005391,PE005391,112706,34558
VE005392,PE005392,230628,94506
VE005393,PE005393,232030,99930
VE005394,PE005394,40620,12455
VE005395,PE005395,183484,79022
VE005396,PE005396,121759,44002
VE005397,PE005397,203735,81023
VE005398,PE005398,54662,18040
VE005399,PE005399,124635,51072
VE005400,PE005400,565250,109585
VE005401,PE005401,124018,50820
VE005402,PE005402,203205,83268
VE005403,PE005403,91619,28092
VE005404,PE005404,123192,16702
VE005405,PE005405,860248,166776
VE005406,PE005406,580879,112615
VE005407,PE005407,571762,110848
VE005408,PE005408,37201,12277
VE005409,PE005409,81632,54860
VE005410,PE005410,158836,65087
VE005411,PE005411,13165,3401
VE005412,PE005412,148402,99732
VE005413,PE005413,615959,83512
VE005414,PE005414,570983,227074
VE005415,PE005415,783212,194236
VE005416,PE005416,95839,64407
VE005417,PE005417,273508,53025
VE005418,PE005418,12147,4009
VE005419,PE005419,34828,11494
VE005420,PE005420,8588,2834
VE005421,PE005421,658246,163244
VE005422,PE005422,131464,88348
VE005423,PE005423,123420,53154
VE005424,PE005424,114893,41520
VE005425,PE005425,106610,43686
VE005426,PE005426,414466,164829
VE005427,PE005427,141170,53011
VE005428,PE005428,229241,86082
VE005429,PE005429,133416,54671
VE005430,PE005430,106821,32753
VE005431,PE005431,124879,16931
VE005432,PE005432,548650,136064
VE005433,PE005433,25681,17258
VE005434,PE005434,184256,75503
VE005435,PE005435,793825,153899
VE005436,PE005436,10581,3492
VE005437,PE005437,36772,13289
VE005438,PE005438,188107,77082
VE005439,PE005439,195913,70800
VE005440,PE005440,576302,78135
VE005441,PE005441,253748,95285
VE005442,PE005442,198353,74483
VE005443,PE005443,10683,2759
VE005444,PE005444,152211,62372
VE005445,PE005445,51000,15637
VE005446,PE005446,181759,68252
VE005447,PE005447,337978,65524
VE005448,PE005448,647930,257675
VE005449,PE005449,18250,12264
VE005450,PE005450,110264,74101
VE005451,PE005451,624164,154792
VE005452,PE005452,131854,56786
VE005453,PE005453,36584,12074
VE005454,PE005454,209403,90185
VE005455,PE005455,159446,57621
VE005456,PE005456,116623,47789
VE005457,PE005457,137085,51477
VE005458,PE005458,218800,79071
VE005459,PE005459,443474,85976
VE005460,PE005460,371558,92146
VE005461,PE005461,152913,57420
VE005462,PE005462,214435,80522
VE005463,PE005463,119793,47640
VE005464,PE005464,186475,25282
VE005465,PE005465,68711,28156
VE005466,PE005466,107066,32829
VE005467,PE005467,153429,103110
VE005468,PE005468,49253,16255
VE005469,PE005469,524640,208644
VE005470,PE005470,121245,49683
VE005471,PE005471,163811,110087
VE005472,PE005472,332885,125001
VE005473,PE005473,77917,52363
VE005474,PE005474,639534,158604
VE005475,PE005475,551410,74760
VE005476,PE005476,4814,1244
VE005477,PE005477,694841,134709
VE005478,PE005478,2174,562
VE005479,PE005479,9339,2412
VE005480,PE005480,57865,17742
VE005481,PE005481,10300,2661
VE005482,PE005482,75294,50600
VE005483,PE005483,142829,95986
VE005484,PE005484,209035,75542
VE005485,PE005485,93688,35181
VE005486,PE005486,256812,96435
VE005487,PE005487,21352,7047
VE005488,PE005488,564599,109459
VE005489,PE005489,260622,112244
VE005490,PE005490,11224,2899
VE005491,PE005491,437049,108387
VE005492,PE005492,267023,100270
VE005493,PE005493,85777,36942
VE005494,PE005494,781452,151500
VE005495,PE005495,184164,66554
VE005496,PE005496,179942,73736
VE005497,PE005497,88862,38271
VE005498,PE005498,6662,1721
VE005499,PE005499,18173,5998
VE005500,PE005500,220716,95057
VE005501,PE005501,151512,54754
VE005502,PE005502,442009,175783
VE005503,PE005503,646885,160427
VE005504,PE005504,104054,41381
VE005505,PE005505,1001068,248264
VE005506,PE005506,39518,14281
VE005507,PE005507,974861,188996
VE005508,PE005508,82711,31059
VE005509,PE005509,803593,155792
VE005510,PE005510,26399,8094
VE005511,PE005511,3014,778
VE005512,PE005512,74719,30618
VE005513,PE005513,30926,20784
VE005514,PE005514,32500,11745
VE005515,PE005515,66610,20424
VE005516,PE005516,6092,1574
VE005517,PE005517,564067,76476
VE005518,PE005518,254822,34549
VE005519,PE005519,60422,21835
VE005520,PE005520,7592,2506
VE005521,PE005521,46232,16707
VE005522,PE005522,7025,1815
VE005523,PE005523,215586,29229
VE005524,PE005524,582788,231769
VE005525,PE005525,46264,15268
VE005526,PE005526,783881,194401
VE005527,PE005527,302542,120318
VE005528,PE005528,24846,7618
VE005529,PE005529,65896,44284
VE005530,PE005530,176079,75833
VE005531,PE005531,627772,85114
VE005532,PE005532,318845,119729
VE005533,PE005533,102980,31576
VE005534,PE005534,119982,45054
VE005535,PE005535,131027,88055
VE005536,PE005536,54929,19850
VE005537,PE005537,143010,35466
VE005538,PE005538,60546,19982
VE005539,PE005539,358861,88997
VE005540,PE005540,946859,183568
VE005541,PE005541,81567,25010
VE005542,PE005542,158209,21450
VE005543,PE005543,575670,111605
VE005544,PE005544,33918,10400
VE005545,PE005545,410986,101924
VE005546,PE005546,542635,134573
VE005547,PE005547,838679,207991
VE005548,PE005548,47928,20641
VE005549,PE005549,919509,178265
VE005550,PE005550,298471,128544
VE005551,PE005551,170698,69948
VE005552,PE005552,49269,18501
VE005553,PE005553,222463,91160
VE005554,PE005554,86188,37119
VE005555,PE005555,254245,109497
VE005556,PE005556,19454,6421
VE005557,PE005557,8294,2142
VE005558,PE005558,16918,5187
VE005559,PE005559,61543,20311
VE005560,PE005560,859395,213129
VE005561,PE005561,7921,2046
VE005562,PE005562,10627,2745
VE005563,PE005563,133108,54544
VE005564,PE005564,89564,32367
VE005565,PE005565,539962,133910
VE005566,PE005566,162498,58724
VE005567,PE005567,326151,129707
VE005568,PE005568,602881,81739
VE005569,PE005569,831595,161221
VE005570,PE005570,91865,28167
VE005571,PE005571,50012,16506
VE005572,PE005572,138808,56880
VE005573,PE005573,111888,34307
VE005574,PE005574,79194,34107
VE005575,PE005575,13286,4385
VE005576,PE005576,43599,17866
VE005577,PE005577,91512,37499
VE005578,PE005578,271363,101899
VE005579,PE005579,84733,34721
VE005580,PE005580,678294,168216
VE005581,PE005581,423210,168306
VE005582,PE005582,5346,1381
VE005583,PE005583,299954,112636
VE005584,PE005584,140699,60596
VE005585,PE005585,24200,7987
VE005586,PE005586,30404,9322
VE005587,PE005587,199976,27113
VE005588,PE005588,122534,46013
VE005589,PE005589,199046,81564
VE005590,PE005590,140699,60596
VE005591,PE005591,330086,131272
VE005592,PE005592,215551,41789
VE005593,PE005593,116547,35736
VE005594,PE005594,33323,14352
VE005595,PE005595,241914,59994
VE005596,PE005596,38719,12779
VE005597,PE005597,165854,59937
VE005598,PE005598,782754,151752
VE005599,PE005599,320887,120496
VE005600,PE005600,77480,23757
VE005601,PE005601,460704,62462
VE005602,PE005602,33509,10275
VE005603,PE005603,52332,19651
VE005604,PE005604,3844,993
VE005605,PE005605,403973,160656
VE005606,PE005606,36009,13013
VE005607,PE005607,2696,696
VE005608,PE005608,163076,64854
VE005609,PE005609,653568,162084
VE005610,PE005610,3293,851
VE005611,PE005611,316092,78390
VE005612,PE005612,156242,56463
VE005613,PE005613,83692,25661
VE005614,PE005614,87861,59046
VE005615,PE005615,881738,170942
VE005616,PE005616,95788,29370
VE005617,PE005617,70942,21752
VE005618,PE005618,25528,8425
VE005619,PE005619,545926,74017
VE005620,PE005620,26809,8848
VE005621,PE005621,29295,10587
VE005622,PE005622,28959,19462
VE005623,PE005623,238201,102587
VE005624,PE005624,49937,15312
VE005625,PE005625,109383,44822
VE005626,PE005626,208751,85541
VE005627,PE005627,256636,102062
VE005628,PE005628,49368,21262
VE005629,PE005629,485292,192996
VE005630,PE005630,136320,51189
VE005631,PE005631,187548,36360
VE005632,PE005632,334672,125672
VE005633,PE005633,112231,75423
VE005634,PE005634,217884,78740
VE005635,PE005635,28075,10146
VE005636,PE005636,56912,20567
VE005637,PE005637,142756,61481
VE005638,PE005638,42658,14078
VE005639,PE005639,54075,22159
VE005640,PE005640,177169,72599
VE005641,PE005641,134991,33477
VE005642,PE005642,198706,85578
VE005643,PE005643,591068,80137
VE005644,PE005644,280557,38038
VE005645,PE005645,352278,47762
VE005646,PE005646,594592,236463
VE005647,PE005647,752799,145945
VE005648,PE005648,188452,46736
VE005649,PE005649,155833,104725
VE005650,PE005650,572927,77678
VE005651,PE005651,261917,98352
VE005652,PE005652,80882,33143
VE005653,PE005653,161124,58228
VE005654,PE005654,353258,140487
VE005655,PE005655,97804,35345
VE005656,PE005656,120129,51737
VE005657,PE005657,292300,125886
VE005658,PE005658,180569,24482
VE005659,PE005659,59360,19591
VE005660,PE005660,127833,17332
VE005661,PE005661,81179,30483
VE005662,PE005662,102644,44206
VE005663,PE005663,125635,31157
VE005664,PE005664,9171,2369
VE005665,PE005665,202692,76113
VE005666,PE005666,59254,18168
VE005667,PE005667,84692,56916
VE005668,PE005668,557739,75618
VE005669,PE005669,182525,68540
VE005670,PE005670,149849,56270
VE005671,PE005671,986367,244617
VE005672,PE005672,72170,26081
VE005673,PE005673,214143,87751
VE005674,PE005674,215368,92754
VE005675,PE005675,230628,94506
VE005676,PE005676,32295,13909
VE005677,PE005677,29419,9709
VE005678,PE005678,549723,74532
VE005679,PE005679,219227,89834
VE005680,PE005680,488971,66295
VE005681,PE005681,423647,168480
VE005682,PE005682,60736,20045
VE005683,PE005683,7380,1906
VE005684,PE005684,58682,17993
VE005685,PE005685,34245,10500
VE005686,PE005686,270701,116584
VE005687,PE005687,303783,114073
VE005688,PE005688,240474,90300
VE005689,PE005689,6232,1610
VE005690,PE005690,83614,30217
VE005691,PE005691,241245,59829
VE005692,PE005692,24588,16524
VE005693,PE005693,585161,79336
VE005694,PE005694,564688,140042
VE005695,PE005695,159717,39609
VE005696,PE005696,45315,14955
VE005697,PE005697,863405,214123
VE005698,PE005698,65096,24444
VE005699,PE005699,43749,14439
VE005700,PE005700,8910,2302
VE005701,PE005701,26118,17552
VE005702,PE005702,932533,180790
VE005703,PE005703,214070,77361
VE005704,PE005704,326784,81042
VE005705,PE005705,484855,192822
VE005706,PE005706,301510,58454
VE005707,PE005707,169908,73175
VE005708,PE005708,521619,101126
VE005709,PE005709,172415,62308
VE005710,PE005710,215138,77747
VE005711,PE005711,51143,34370
VE005712,PE005712,211173,52371
VE005713,PE005713,538193,214034
VE005714,PE005714,120475,49368
VE005715,PE005715,21969,7251
VE005716,PE005716,35798,10976
VE005717,PE005717,78543,24083
VE005718,PE005718,108848,14758
VE005719,PE005719,346794,47018
VE005720,PE005720,231831,44945
VE005721,PE005721,25023,9043
VE005722,PE005722,84917,26037
VE005723,PE005723,92436,37878
VE005724,PE005724,18506,6107
VE005725,PE005725,925554,229536
VE005726,PE005726,45023,30257
VE005727,PE005727,9507,2456
VE005728,PE005728,45788,30771
VE005729,PE005729,217288,86413
VE005730,PE005730,67264,28969
VE005731,PE005731,21210,7000
VE005732,PE005732,301762,129962
VE005733,PE005733,231618,99752
VE005734,PE005734,75950,51041
VE005735,PE005735,69938,30121
VE005736,PE005736,83004,29996
VE005737,PE005737,9778,2526
VE005738,PE005738,3713,959
VE005739,PE005739,50754,15562
VE005740,PE005740,977679,242463
VE005741,PE005741,101857,38248
VE005742,PE005742,8145,2104
VE005743,PE005743,23702,7267
VE005744,PE005744,338501,127110
VE005745,PE005745,180810,77871
VE005746,PE005746,140699,60596
VE005747,PE005747,377741,150224
VE005748,PE005748,102326,31375
VE005749,PE005749,197061,84869
VE005750,PE005750,281574,105734
VE005751,PE005751,24496,10038
VE005752,PE005752,294338,110527
VE005753,PE005753,496986,67382
VE005754,PE005754,232482,45071
VE005755,PE005755,33940,14617
VE005756,PE005756,655768,127134
VE005757,PE005757,389826,52853
VE005758,PE005758,1791,463
VE005759,PE005759,82179,55227
VE005760,PE005760,130808,87908
VE005761,PE005761,74306,26853
VE005762,PE005762,61922,20436
VE005763,PE005763,130699,87834
VE005764,PE005764,86208,31154
VE005765,PE005765,94285,38636
VE005766,PE005766,601067,116529
VE005767,PE005767,60024,19810
VE005768,PE005768,12838,3316
VE005769,PE005769,11401,2945
VE005770,PE005770,111848,45832
VE005771,PE005771,615393,119306
VE005772,PE005772,44843,19313
VE005773,PE005773,49299,20202
VE005774,PE005774,7165,1851
VE005775,PE005775,51388,16960
VE005776,PE005776,55514,37308
VE005777,PE005777,160667,58062
VE005778,PE005778,288803,124380
VE005779,PE005779,78050,10582
VE005780,PE005780,28687,8796
VE005781,PE005781,106452,39974
VE005782,PE005782,532847,72244
VE005783,PE005783,22884,7017
VE005784,PE005784,115350,41686
VE005785,PE005785,52764,17414
VE005786,PE005786,545977,135401
VE005787,PE005787,487756,94561
VE005788,PE005788,596131,80824
VE005789,PE005789,226977,30774
VE005790,PE005790,170945,67983
VE005791,PE005791,109927,33706
VE005792,PE005792,12885,3328
VE005793,PE005793,8770,2265
VE005794,PE005794,529050,71729
VE005795,PE005795,266692,106061
VE005796,PE005796,250131,107725
VE005797,PE005797,12763,3297
VE005798,PE005798,94090,63232
VE005799,PE005799,19834,6546
VE005800,PE005800,27464,9925
VE005801,PE005801,210292,86172
VE005802,PE005802,648368,257849
VE005803,PE005803,660251,163741
VE005804,PE005804,549123,218381
VE005805,PE005805,39058,14667
VE005806,PE005806,170236,69759
VE005807,PE005807,158237,106341
VE005808,PE005808,15516,5121
VE005809,PE005809,296635,111389
VE005810,PE005810,115975,35560
VE005811,PE005811,203178,39390
VE005812,PE005812,448891,60861
VE005813,PE005813,47482,17830
VE005814,PE005814,141080,94811
VE005815,PE005815,166225,22537
VE005816,PE005816,338629,65650
VE005817,PE005817,57918,38923
VE005818,PE005818,83655,34280
VE005819,PE005819,29888,12247
VE005820,PE005820,281974,54666
VE005821,PE005821,454424,112696
VE005822,PE005822,203458,76400
VE005823,PE005823,518956,206384
VE005824,PE005824,957631,237491
VE005825,PE005825,528206,71614
VE005826,PE005826,172568,62363
VE005827,PE005827,444125,86102
VE005828,PE005828,10925,2822
VE005829,PE005829,26854,9705
VE005830,PE005830,741728,143799
VE005831,PE005831,556001,137887
VE005832,PE005832,834669,206997
VE005833,PE005833,73409,9953
VE005834,PE005834,59550,19653
VE005835,PE005835,843968,163620
VE005836,PE005836,102450,41981
VE005837,PE005837,106806,38598
VE005838,PE005838,700702,135845
VE005839,PE005839,185333,69594
VE005840,PE005840,51531,17007
VE005841,PE005841,864073,214289
VE005842,PE005842,16509,5062
VE005843,PE005843,321047,62241
VE005844,PE005844,10039,2593
VE005845,PE005845,185333,69594
VE005846,PE005846,173405,74681
VE005847,PE005847,2659,687
VE005848,PE005848,76663,23506
VE005849,PE005849,38823,15909
VE005850,PE005850,204877,88236
VE005851,PE005851,9470,2446
VE005852,PE005852,365357,49535
VE005853,PE005853,119171,23104
VE005854,PE005854,88597,12012
VE005855,PE005855,162379,66539
VE005856,PE005856,81457,35082
VE005857,PE005857,990376,245612
VE005858,PE005858,10328,2668
VE005859,PE005859,9069,2343
VE005860,PE005860,124200,44884
VE005861,PE005861,64058,21141
VE005862,PE005862,224902,84453
VE005863,PE005863,247018,98237
VE005864,PE005864,162609,109279
VE005865,PE005865,9843,2543
VE005866,PE005866,630880,250894
VE005867,PE005867,93432,35085
VE005868,PE005868,87696,26889
VE005869,PE005869,3377,872
VE005870,PE005870,213065,87309
VE005871,PE005871,56455,20402
VE005872,PE005872,594021,80538
VE005873,PE005873,312463,117333
VE005874,PE005874,361422,70069
VE005875,PE005875,147528,99144
VE005876,PE005876,94199,63305
VE005877,PE005877,62533,26931
VE005878,PE005878,591532,235246
VE005879,PE005879,13967,3608
VE005880,PE005880,44461,14673
VE005881,PE005881,16086,5309
VE005882,PE005882,131524,47531
VE005883,PE005883,138239,92902
VE005884,PE005884,82547,25311
VE005885,PE005885,139116,57006
VE005886,PE005886,20435,13733
VE005887,PE005887,39146,12920
VE005888,PE005888,261407,98161
VE005889,PE005889,875226,169680
VE005890,PE005890,4880,1260
VE005891,PE005891,9395,2427
VE005892,PE005892,182044,78402
VE005893,PE005893,537756,213860
VE005894,PE005894,139893,52531
VE005895,PE005895,970954,188239
VE005896,PE005896,96822,65068
VE005897,PE005897,348397,67544
VE005898,PE005898,9806,2533
VE005899,PE005899,174241,23624
VE005900,PE005900,228327,98335
VE005901,PE005901,87968,36047
VE005902,PE005902,543816,73731
VE005903,PE005903,71789,30918
VE005904,PE005904,1959,506
VE005905,PE005905,301231,119796
VE005906,PE005906,99215,40656
VE005907,PE005907,82576,33838
VE005908,PE005908,30700,10132
VE005909,PE005909,604116,149820
VE005910,PE005910,26644,8170
VE005911,PE005911,168542,69064
VE005912,PE005912,917535,227547
VE005913,PE005913,83156,30051
VE005914,PE005914,356212,69059
VE005915,PE005915,651428,259066
VE005916,PE005916,22966,7579
VE005917,PE005917,299294,128898
VE005918,PE005918,136819,91947
VE005919,PE005919,881738,170942
VE005920,PE005920,858295,166398
VE005921,PE005921,24682,7568
VE005922,PE005922,254400,34492
VE005923,PE005923,59009,18093
VE005924,PE005924,994386,246606
VE005925,PE005925,72495,22228
VE005926,PE005926,196444,84603
VE005927,PE005927,113962,22094
VE005928,PE005928,41471,13687
VE005929,PE005929,108734,73073
VE005930,PE005930,315016,118291
VE005931,PE005931,298048,73916
VE005932,PE005932,106111,71310
VE005933,PE005933,180193,77605
VE005934,PE005934,324303,62872
VE005935,PE005935,61021,20139
VE005936,PE005936,251571,108346
VE005937,PE005937,270649,67121
VE005938,PE005938,156742,58858
VE005939,PE005939,27046,8926
VE005940,PE005940,7402,2443
VE005941,PE005941,115808,41851
VE005942,PE005942,97772,36714
VE005943,PE005943,150916,101421
VE005944,PE005944,12008,3102
VE005945,PE005945,121738,81812
VE005946,PE005946,10543,2723
VE005947,PE005947,1567,405
VE005948,PE005948,315996,42843
VE005949,PE005949,48673,17590
VE005950,PE005950,8444,2181
VE005951,PE005951,308226,122578
VE005952,PE005952,207032,77742
VE005953,PE005953,112012,75276
VE005954,PE005954,38139,25631
VE005955,PE005955,641810,255241
VE005956,PE005956,86582,35479
VE005957,PE005957,74701,22905
VE005958,PE005958,206726,28028
VE005959,PE005959,116279,28837
VE005960,PE005960,91125,39245
VE005961,PE005961,366374,145703
VE005962,PE005962,718390,178160
VE005963,PE005963,603336,239941
VE005964,PE005964,266176,114635
VE005965,PE005965,663583,128649
VE005966,PE005966,378909,93969
VE005967,PE005967,52345,35178
VE005968,PE005968,43653,16392
VE005969,PE005969,198121,81185
VE005970,PE005970,216206,78133
VE005971,PE005971,37437,15341
VE005972,PE005972,33277,13636
VE005973,PE005973,10860,2805
VE005974,PE005974,63565,23869
VE005975,PE005975,596765,147997
VE005976,PE005976,162006,21965
VE005977,PE005977,160751,108030
VE005978,PE005978,83068,33035
VE005979,PE005979,30730,9423
VE005980,PE005980,8378,2164
VE005981,PE005981,105223,43118
VE005982,PE005982,85750,30989
VE005983,PE005983,654488,260283
VE005984,PE005984,172131,23338
VE005985,PE005985,122394,82253
VE005986,PE005986,381676,151789
VE005987,PE005987,166573,66244
VE005988,PE005988,203999,73722
VE005989,PE005989,156852,56684
VE005990,PE005990,19779,6065
VE005991,PE005991,370308,147268
VE005992,PE005992,51034,34296
VE005993,PE005993,171007,70074
VE005994,PE005994,84987,30713
VE005995,PE005995,151133,61931
VE005996,PE005996,846698,209980
VE005997,PE005997,22254,7345
VE005998,PE005998,185589,69690
VE005999,PE005999,13762,3555
VE006000,PE006000,950948,235834
VE006001,PE006001,617347,119685
VE006002,PE006002,815958,202356
VE006003,PE006003,80831,24784
VE006004,PE006004,11653,3010
VE006005,PE006005,544238,73788
